ID,Title,Author,Year,Format,File
1,Implementasi Jaringan Informasi Kearsipan Nasional Upaya Peningkatan Akses Informasi Arsip Negara yang Autentik dan Berkelanjutan,Kasman et al.,2025,PDF,ebook/Implementasi Jaringan Informasi Kearsipan Nasional Upaya Peningkatan Akses Informasi Arsip Negara yang Autentik dan Berkelanjutan.pdf
